titulo,articulo,lugar,autor,fecha,url
Conforman Asociación de Comerciantes de Barra de Navidad,"Comerciantes artesanos y empresarios de Barra de Navidad, decidieron unir esfuerzos conformando la “Asociación de Comerciantes de Barra de Navidad”, con el fin de fortalecer a los diferentes giros comerciales que ofrecen productos y servicios para los turistas. Como parte de sus primeras acciones, tuvieron ya varios encuentros con el presidente municipal entrante, Polo Pelayo e integrantes de su equipo de trabajo, a quienes les entregaron un pliego petitorio para trabajar en conjunto proyectos que impliquen un beneficio para la localidad. En entrevista para Letra Fría, Hugo Morett, presidente de la asociación habló sobre lo que ha implicado organizarse para trabajar en conjunto, que afortunadamente han encontrado buena disposición de los comerciantes, empresarios, la población en general e incluso las autoridades municipales entrantes. “Todos vamos de la mano, porque todo va encaminado a darle a nuestros turistas que nos visitan una imagen, un servicio y una buena estancia… esto es un compromiso, es una labor de equipo, un beneficio para todos, no solo para nosotros como comerciantes que estamos tratando de unirnos, sino para todo el pueblo en general”, especificó Hugo Morett La mesa directiva que tomó protesta hace algunas semanas está conformada La asociación comenzó con alrededor de 70 comercios integrados, entre servicios de paseo en lancha, banana, pesca deportiva, restaurantes, hoteles, locales comerciales de todo tipo (spa, estéticas, abarrotes, cafeterías), bares, artesanos y boutiques. Peticiones de comerciantes y empresarios a autoridades La Asociación de Comerciantes de Barra de Navidad, entregó al presidente municipal Polo Pelayo un pliego petitorio que incluye 16 puntos y son los siguientes: Buena disposición de parte de la autoridad Hugo Morett expresó,que como gremio están muy agradecidos por haber sido escuchados por la autoridad municipal, que incluso ya está trabajando sobre algunos de los temas prioritarios. “Estamos agradecidos que se nos está escuchando y que nuestras voces sí están resonando con todo lo que es el cabildo definitivamente”, puntualizó. En un video publicado en redes sociales por un blog de información local, el presidente municipal Polo Pelayo, efectivamente detalló algunas de las obras de iluminación y reparación de calles que están realizando en Barra de Navidad, así como las gestiones para la instalación de un automático que ya pactó con una empresa bancaria para que lo trasladen de Melaque. El presidente municipal adelantó, que en reuniones con el gobernador electo, Pablo Lemus presentó en total 12 proyectos de los cuales le dijeron que le van a autorizar tres, principalmente para Barra de Navidad y Melaque. “Tuve un par de reuniones con Pablo Lemus, me adelanté antes de que le dieran el triunfo en el tribunal, creo que nos fue bien, él fue muy específico cuando yo llevé los proyectos me dijo, Barra de Navidad y Melaque y nos enfocamos en eso… presentamos 12 proyectos donde me dijeron que solamente tres nos iban a autorizar”, comentó el presidente Polo Pelayo, en el video.","Cihuatlán, Jalisco","La asociación comenzó con alrededor de 70 comercios integrados, entre servicios de paseo en lancha, banana, pesca deportiva, restaurantes, hoteles, locales comerciales de todo tipo (spa, estéticas, abarrotes, cafeterías), bares, artesanos y boutiques.",,https://letrafria.com/conforman-asociacion-de-comerciantes-de-barra-de-navidad/
Daños por más de 3 mdp en parcelas de caña dejó el Festival del Globo en El Grullo,"De acuerdo a un documento recibido por Letra Fría, los daños a las parcelas de caña del ingenio azucarero Melchor Ocampo, por el incendio ocurrido el pasado 19 de octubre durante el Primer Festival del Globo “Cielos Mágicos 2024” -organizado por el gobierno municipal de El Grullo- ascendieron a 3 millones 519 mil 510.76 pesos. En total, de acuerdo a este documento contabilizaron 7 lotes dañados que abarcan una superficie de 19.35 hectáreas y una estimación de 2 mil 342 toneladas siniestradas, que representa el 83.5 por ciento de la superficie total sembrada de caña en estas parcelas. Dentro de la parcela denominada Las Playas resultaron afectados 5 predios de distintos propietarios, que en total sumaron una afectación de mil 608 toneladas siniestradas en 14.2 hectáreas, distribuidas de la siguiente manera: 414.75 toneladas en 3.95 hectáreas 332.5 toneladas en 3.50 hectáreas 123.25 toneladas en .85 hectáreas 362.5 toneladas en 2.90 hectáreas 375 toneladas en 3 hectáreas. También resultaron afectadas otras parcelas; una fue Tepocilama EJ con 504 toneladas, en 3.15 hectáreas y Alcatraz, con 230 toneladas, en 2 hectáreas. Minimiza el gobierno municipal los daños En entrevista de Letra Fría con el presidente municipal, Milton Cárdenas Osorio tras concluir el festival -realizado del 17 al 19 de octubre-, comentó que una de las consideraciones para el año entrante es cambiar la fecha de realización de esta actividad, motivado en parte por el incidente ocurrido por el incendio en las parcelas. “Esos son los detalles que vamos a cuidar para que no ocurra este tipo de situación, afortunadamente se pudo controlar todo en ese mismo momento y agradecer al personal de protección civil y agrupaciones que acudieron para que esto se pudiera controlar”, precisó el alcalde. En ese momento, agregó Milton, que justo por eso contemplan que julio o agosto sea una fecha más adecuada, cuando los terrenos están más húmedos y los vientos sean distintos para evitar que algún globo pueda caer no sólo en un cañaveral, incluso podría afectarse una casa o un negocio. En cuanto a los particulares que resultaron afectados, el presidente municipal compartió que ya hubo un acercamiento con las personas para resolverlo, pero no entró en más detalles. El Primer Festival del Globo “Cielos Mágicos 2024”, del 17 al 19 de octubre tuvo como sede el Paseo cultural y comercial El Grullo; entre los tres días asistieron alrededor de 18 mil personas de diferentes municipios de la región, como Autlán, Chiquilistlán, El Limón, Unión de Tula, diferentes comunidades de El Grullo, una comitiva de Paracho, Michoacán y otra del país invitado, Medellín, Colombia. Diagnóstico en proceso A través de una petición vía transparencia hecha por Letra Fría para conocer detalles de la cuantificación de los daños y la reparación de los mismos por parte de la autoridad municipal, el gobierno de El Grullo respondió la petición “negativa”, debido a que el diagnóstico de los daños está en proceso, dando como respuesta el siguiente argumento textual: “Se le informa al ciudadano que respecto a su solicitud, que se encuentra el proceso en diagnóstico para en su momento deslindando responsabilidades, se generen los acuerdos y reparaciones correspondientes si las hubiera, toda vez que por fortuna las parcelas se encuentran en estado de suspensión, es decir están listas para ser cosechadas, y a unas semanas de arrancar la zafra”. Hasta el cierre de esta publicación, buscamos al líder de la CNC para entrevistarlo respecto al tema, pero no pudimos establecer comunicación con él.","El Grullo, Jalisco",,,https://letrafria.com/danos-por-mas-de-3-mdp-en-parcelas-de-cana-dejo-el-festival-del-globo-en-el-grullo/
Ejido Emiliano Zapata denuncia ante cabildo violaciones por predio del Hotel Melaque,"Un grupo de ejidatarios -en representación del Ejido Nuevo Centro de Población Agrícola General Emiliano Zapata, de la localidad de Emiliano Zapata en Cihuatlán- estuvieron presentes este jueves 30 de octubre a la tercera sesión ordinaria de ayuntamiento, para manifestar pacíficamente su preocupación e inconformidades por las violaciones que han vivido, relacionadas principalmente con el predio del Hotel Melaque. Uno de los representantes legales de los ejidatarios, Essaú Román Pérez tomó la palabra para poner en contexto a las y los regidores entrantes sobre el tema y le recordó al presidente Polo Pelayo que el 18 de abril estando en campaña, él hizo el compromiso con los ejidatarios de abordar y resolver el conflicto en torno al predio. “Tratamos un tema respecto del Hotel Melaque, donde manifestábamos nosotros las constantes violaciones por parte de las autoridades en ese tiempo que nos gobernaban, donde existía un conflicto del Hotel Melaque, no sé si se acuerda presidente que me comentó que a la brevedad atenderíamos ese tema”, comentó Essaú Román en su intervención. Como parte de su intervención en la sesión de ayuntamiento, Essaú Román Pérez entregó a cada una de las y los regidores una copia del expediente, donde está documentada la situación legal actual del caso del predio del Hotel Melaque, donde está vigente una suspensión debido a un amparo interpuesto por los ejidatarios. “No se podía otorgar ningún permiso que permitiera la alteración por ninguna autoridad responsable, que nosotros en este caso metimos al ayuntamiento, porque otorgó una carga de congruencia a una persona, que con esa carta empezó a demoler el hotel, empezó a hacer modificaciones en el hotel y en la zona federal… esto es por lo que nosotros nos estamos presentando”, precisó Essaú Román. Borrados de la sesión de cabildo Tal y como los ejidatarios lo denunciaron ante Letra Fría, la administración municipal anterior a cargo del representante de Movimiento Ciudadano, Jorge Salas Chávez borró de su canal oficinal de YouTube un fragmento de la sesión ordinaria de cabildo número 51, donde los ejidatarios intervinieron. Al antecedente de esta participación pública, también quedó eliminado del acta de esa sesión de cabildo, según lo documentó el ejido. Dentro de las violaciones que vivieron los ejidatarios durante la administración municipal anterior, también mencionaron el asedio de parte de elementos de la corporación de seguridad pública, hecho documentado en su momento por los afectados con fotografías y videos. “Ya estamos desesperados, no hemos recibido más que portazos y les digo somos gente que ustedes gobiernan, somos gente que toda la vida hemos vivido en el municipio, hay ejidatarios que tienen más de 60, 70 años que han estado en esos predios”, expresó el representante legal. Ejidatarios piden respaldo al ayuntamiento El representante legal precisó, que en el predio del Hotel Melaque las modificaciones siguen ocurriendo, el particular metió instalación de drenaje, agua y de acuerdo a información que tienen los ejidatarios tiene pensado instalar en ese lugar una “trailer park” y para ello requiere la liberación de algunas licencias de parte del ayuntamiento. “Nosotros somos gobernados por ustedes y lo único que venimos a solicitar es el respaldo de las autoridades que nos gobiernan”, precisó Essaú Román. Al final de la intervención, el presidente del comisariado ejidal del NCPA General Emiliano Zapata, Enrique Álvarez Vargas, reiteró que el ejido ha padecido diversas violaciones porque no lo toman en consideración al momento de hacer uso de territorios que les pertenecen. Y le recordó al presidente Polo Pelayo y a las y los regidores actuales que históricamente, ellos han mostrado disposición para participar en conjunto con las autoridades municipales y en consecuencia solo piden correspondencia de parte de la autoridad. “Siempre nosotros hemos estado con el ayuntamiento, cuando hicieron el andador de Melaque era una zona federal, pero a quién le pidieron permiso para aceptar que hicieran el andaro, al ejido, nos han solicitdo lotes para hacer hospitales, centros de salud y siempre hemos jalado, pero esta administración pasada parece ser ahora si le entró con todo contra el ejido”, expresó Enrique Álvarez. En la manifestación pacífica también estuvo presente Juvenal Torres Revuelta, tesorero del ejido. Letra Fría documentó que el pasado 11 de diciembre un grupo de ejidatarios se manifestaron en el palacio municipal de Cihuatlán para pedirle apoyo al presidente, Jorge Eliseo Salas, para retirar la invasión que un particular hizo de esta propiedad que es terreno ejidal. A partir de entonces sostienen su lucha por el territorio. Se comprometen autoridades a dar seguimiento Al final de la intervención de los ejidatarios en la sesión de cabildo, el presidente municipal Polo Pelayo y los regidores hicieron el compromiso de analizar el expediente entregado por el representante legal del ejido, turnarlo a las comisiones correspondientes y posteriormente programar una cita con el alcalde para darle continuidad al tema","Cihuatlán, Jalisco",,,https://letrafria.com/ejido-emiliano-zapata-denuncia-ante-cabildo-violaciones-por-predio-del-hotel-melaque/
4 mil mdp no alcanzan ni para la carretera 80: SIOP,"El Secretario de Infraestructura y Obra Pública (SIOP), David Zamora Bueno, dijo esperar que la promesa de la presidenta Claudia Sheinbaum al gobernador Enrique Alfaro, de que habrá dinero suficiente para las carreteras federales, se cumpla, porque 4 mil millones de pesos anunciados para todo el país, no alcanzan ni para la Carretera Federal 80. El funcionario detalló, que esta es la vía prioritaria para Jalisco y precisó que debería serlo para el gobierno federal y los estados por donde pasa, ya que es una de las más importantes en México y de las más deterioradas. “Llama la atención los 4 mil millones (anunciados), muy diferentes a lo que el estado estuvo invirtiendo en las carreteras locales. Nosotros hicimos una propuesta de 16 mil millones y yo escuché que había 4 mil, no alcanza ni siquiera para la carretera 80″. Dijo el titular de SIOP que, además, no sólo se trata de la carretera 80, sino que todas las vías federales están completamente destrozadas, pero como prioritarias están también la 23 que va a Zacatecas y la 70.","Autlán, Jalisco",,,https://letrafria.com/4-mil-mdp-no-alcanzan-ni-para-la-carretera-80-siop/
Sheinbaum anunciará plan para carreteras en noviembre,"Será durante la primera visita de Claudia Sheinbaum Pardo como presidenta de México a Jalisco, cuando anuncie el plan y la inversión para la rehabilitación carretera de las vías federales, dijo Enrique Alfaro Ramírez, gobernador del estado. El mandatario estatal mencionó que vio disposición de la presidenta de la República, para atender la problemática que tiene Jalisco con las carreteras federales que están casi intransitables. “Se comprometió conmigo a que en su visita de finales del mes (de noviembre) va a hacer el anunció del plan de inversión para la reparación de las carreteras federales. Se lo expliqué ampliamente, pude presentarle los detalles de las carreteras más dañadas, en específico de la ciudad: carretera a Nogales, López Mateos y la salida a Chapala, pero en el interior del estado están la carretera 70, la carretera 80, la 200, son carreteras que requieren inversión urgente”. El proyecto que presentó ante la presidenta el gobernador, es por el orden de los 12 mil millones de pesos sólo para la rehabilitación, sin contar otros pendientes que hay, por ejemplo, de ampliación. Reconoció que no sabe si dotarán esa bolsa para Jalisco, pero afirmó que lo que circuló en medios de comunicación sobre que sólo habría 4 mil millones de pesos para todo el país es impreciso, mencionó que la presidenta le dijo que hubo un mal entendido con el dato y que habrá presupuesto suficiente para las acciones de rehabilitación urgente. En su visita, Sheinbaum Pardo también realizará un recorrido de supervisión de la obra de la Línea 4 del tren ligero dentro de la ciudad, dijo el gobernador, y hablarán sobre cómo echar a andar el proyecto de la pista de Chalacatepec en la Costalegre de Jalisco, pues se requiere que el gobierno federal revise el tema de la concesión para convertirla en aeropuerto internacional.","Autlán, Jalisco",,,https://letrafria.com/sheinbaum-anunciara-plan-para-carreteras-en-noviembre/
Inteligencia Artificial: ¿Qué es y cómo aprovecharla en distintas áreas?,"La Inteligencia Artificial (IA) es mucho más que una tecnología futurista. Es una realidad que está transformando nuestra manera de interactuar con el mundo.

Desde la forma en que compramos en línea hasta cómo se diagnostican enfermedades, la IA está en todas partes y está cambiando industrias enteras. Esto de acuerdo con el doctor Gerardo Adrián Martínez Hernández, académico de la Universidad Autónoma de Guadalajara (UAG).

La IA combina algoritmos complejos y técnicas de aprendizaje que permiten a las máquinas procesar grandes cantidades de información, identificar patrones y tomar decisiones de forma casi autónoma. Su capacidad para manejar tareas complejas y repetitivas la convierte en una herramienta indispensable en numerosos sectores.

En términos simples, la Inteligencia Artificial permite a las máquinas realizar tareas que, hasta hace poco, solo los humanos podían hacer. Esto incluye desde comprender el lenguaje hablado y reconocer imágenes, hasta tomar decisiones complejas basadas en datos.

Eso es IA: una combinación de algoritmos y técnicas avanzadas que simulan la inteligencia humana, según el académico Martínez Hernández.

Por ejemplo, una IA puede analizar miles de imágenes médicas y detectar anomalías de manera más rápida y precisa que un ser humano, o incluso identificar riesgos financieros a partir de datos históricos y patrones de mercado.

Todo esto se logra a través del aprendizaje automático, una rama de la IA que entrena a las máquinas para “aprender” sin necesidad de ser programadas explícitamente para cada tarea.

La Inteligencia Artificial en diferentes áreas:

Impacto en la Educación: La Inteligencia Artificial está transformando la forma en que se imparte y se recibe la educación, haciendo que el aprendizaje sea más accesible, personalizado y efectivo. Con herramientas basadas en IA, es posible diseñar experiencias de aprendizaje que se adapten a las necesidades específicas de cada estudiante.

Impacto en el Gobierno: El uso de Inteligencia Artificial en el ámbito gubernamental está cambiando la manera en que se gestionan y administran los servicios públicos. Los gobiernos están utilizando IA para mejorar la eficiencia en la toma de decisiones y la implementación de políticas, analizando grandes cantidades de datos para identificar tendencias y necesidades emergentes.

El impacto en la empresa: El mundo empresarial también ha aprovechado el potencial de la IA. Las compañías utilizan estas tecnologías para entender mejor a sus clientes, predecir tendencias de mercado y optimizar sus estrategias. Esto se traduce en campañas de marketing más efectivas y decisiones basadas en datos concretos, en lugar de meras corazonadas.",,,,https://letrafria.com/inteligencia-artificial-que-es-y-como-aprovecharla-en-distintas-areas/
V Encuentro Regional de Ecoversidades: ¡A tan sólo una semana de vivirlo!,"La semana próxima (del 4 al 9 de noviembre), la región estará de manteles largos, pues varios municipios serán sede del V Encuentro Regional de Ecoversidades Abya Yala que convocará a alrededor de 200 personas de 14 países distintos para compartir saberes, fortalecer una red, entretejer haceres, pensares y continuar corazonando juntos. En La Entrevista con Carmen Aggi estuvieron presentes Rodolfo González Figueroa, promotor agroecológico e integrante del comité organizador del encuentro y Jorge Alberto Trujillo Sánchez, secretario general del ayuntamiento de El Limón para hablar de este evento, lo que significa para el municipio y para la región. “Tener presente esa diversidad cultural, de saberes, de experiencias, de gente que tiene años trabajando en una u otra práctica y juntarlas es como ocurre con las variedades de maíces, cuando juntas variedades te encuentras una mazorca de colores y esta puede ser la metáfora o la alegoría del encuentro”, compartió Rodolfo González. Para González Figueroa este Encuentro de Ecoversidades, es un evento inédito que se logró a través del trabajo entretejido de colectivos, instituciones educativas como la Preparatoria de El Limón, el ITESO, instituciones y programas federales, ejidos y los propios ayuntamientos. “Es algo inédito donde gobierno se está vinculando con colectivos, instituciones educativas, instancias universitarias y otros actores de programas de gobierno federal por ejemplo, entonces es toda una interinstitucionalidad la que está cobijando la organización de este evento”, abundo Rodolfo. El encuentro es una posibilidad para encontrarse colectivos, organizaciones en defensa de la tierra, el territorio, la salud, la autonomía, la soberanía para compartir alegrías y angustias; en un momento complicado de la historia, donde la unidad de los humanos es esencial para transformar la realidad. ¿Qué son las ecoversidades? Para quienes por primera escuchan la palabra “Ecoversidades” y tienen la duda de qué significa, Rodolfo González durante la entrevista compartió que este término hace referencia a espacios en cualquier punto del mundo, donde las personas generan reflexión, crítica hacia los modelos económicos dominante y a la “pedagogía de estado empresarial”. “Las ecoversidades parte de la realidad de que todas y todos tenemos conocimiento o práctica en alguna y otra disciplina, reivindican el saber popular como algo trascendental en la formación de las personas, ecoversidades tiene más de 100 espacios del mundo que hacen un encuentro anual”, planteó Rodolfo González Abundó que las ecoversidades implican un intercambio de saberes y haceres sin jerarquías, sin horizontalidad; es un enfoque de sociedad distinto donde todas las personas son sujetos de saber. El V Encuentro de Ecoversidades A través de la Escuela Campesina Edupas, las personas interesadas en participar del encuentro hicieron su inscripción previamente, aunque también habrá algunas actividades abiertas al público en general como el tianguis cultural programado para el 5 de noviembre, alrededor de las 5 de la tarde, a realizarse en el Jardín principal de El Limón. Las tres sedes del encuentro serán: la localidad de La Ciénega de El Limón (4 y 5 de noviembre); Cuzalapa en Cuautitlán de García Barragán (6,7 y 8 de noviembre) y el ejido Emiliano Zapata, en el municipio de La Huerta (9 de noviembre). Las actividades comienzan el 4 de noviembre y concluyen el sábado 9 de noviembre. Este próximo lunes 4 de noviembre, la bienvenida e inauguración del encuentro están programadas para realizarse en el balneario Las Higueras, a las 10 de la mañana, habrá pláticas, encuentros, espacios para compartir saberes, recorridos por el municipio, talleres. Para quienes deseen conocer más sobre el encuentro, el único requisito para acercarse es llevar la mente y el corazón abierto, tener disposición para aprender y entender la necesidad de que la humanidad se una para defender la diversidad que históricamente ha sido defendida por comunidades indígenas, campesinas y pequeñas familias. La agroecología, una riqueza de El Limón En particular, el municipio de El Limón es atractivo para quienes asistirán al encuentro por su vocación agroecológica, donde conocerán actividades como la ganadería regenerativa, las parcelas comunitarias, la preparatoria. En general es una posibilidad para fortalecer los procesos de transición agroecológica que se viven en este municipio. “Es muy bonito porque nosotros (El Limón) somos sede y como dice Rodo nosotros tenemos expectativas porque ellos van a venir y también nos van a enseñar de lo que saben y ellos quieren venir a conocer el municipio de El Limón, quieren ver lo que hacemos de agroecología”, compartió Jorge Alberto Trujillo.","Autlán de Navarro, Jalisco",,,https://letrafria.com/v-encuentro-regional-de-ecoversidades-a-tan-solo-una-semana-de-vivirlo/
Mañana inicia campaña de descacharrización en Cuautitlán,"La presidenta municipal de Cuautitlán de García Barragán, Rosario Delgado, convocó a la población en general a participar en una campaña de descacharrización del 23 al 25 de octubre, para reducir los efectos del dengue que en Jalisco han provocado hasta el momento cinco defunciones confirmadas; todavía ninguna en esta región. A través de las redes sociales del gobierno municipal de Cuautitlán, la presidenta emitió un llamado a las y los ciudadanos, principalmente de algunas localidades a estar pendientes para sumarse a esta campaña -resultado de una reunión con la titular de la jurisdicción sanitaria VII, Ana Maharai Rea Vázquez- pues el dengue no se va a combatir solo con la fumigación. “Estuvimos platicando sobre el tema de Cuautitlán, un tema muy delicado, no solo para los cuautitlenses, si no para toda la región, para toda la Costa Sur, este tema del dengue está a nivel estado, de verdad es un tema muy delicado”, precisó la alcaldesa. Tolimán ocupa el primer lugar en el estado por tasa de incidencia Las primeras localidades donde trabajarán la campaña, mañana 23 de octubre, son Chacala y Ayotitlán; el 24 de octubre, Cuautitlán y Tequesquitlán y el 25 de octubre, Cuzalapa y Telcruz. “Invito a todos los hombres y mujeres a sacar llantas, a sacar cosas que no nos sirvan de nuestras casas, vamos a andar ahí los que estamos trabajando en el ayuntamiento, nos tenemos que sumar todos a esta campaña descacharrización para que los cuautitlenses estemos un poquito más seguros sobre ese tema del dengue”, agregó Rosario Delgado. De acuerdo al reporte de la semana del 6 a 12 de octubre, de la Secretaría de Salud Jalisco, en el estado se contabilizaron mil 361 casos nuevos de la enfermedad. En la región el municipio con mayor incidencia es Tolimán con 103 casos, le sigue Cuautitlán de García Barragán con 74 casos, después siguen Tuxcacuesco con 14, y Cihuatlán con 101.","Cuautitlán de García Barragán, Jalisco",,,https://letrafria.com/manana-inicia-campana-de-descacharrizacion-en-cuautitlan/
Festival del Globo en El Grullo superó las expectativas de las autoridades,"El primer Festival del Globo “Cielos Mágicos 2024” en El Grullo superó -en todos los sentidos- la expectativa que las autoridades tenían de este encuentro artístico cultural, al que asistieron alrededor de 18 mil personas de los municipios de la región, de Paracho, Michoacán y del país invitado, Colombia. En entrevista de Letra Fría con el presidente municipal Milton Cárdenas Osorio, los contenidos artísticos elaborados en los globos sorprendieron a la población asistente de todas las edades desde niñas y niños hasta personas de la tercera edad. “Tuvimos una explanada totalmente abarrotada los tres días, mucha reactivación social, económica, hotelera y se marcó un antes y un después de ese tipo de eventos porque la dimensión y la calidad de los productos y actividades que se llevaron a cabo”, abundó el presidente municipal. Intercambio de riquezas, belleza y conocimiento: Festival del Globo A este primer festival -del 17 al 19 de octubre- acudieron visitantes de Autlán, Chiquilistlán, El Limón, Unión de Tula, de diferentes comunidades de El Grullo, acudió una comitiva de Paracho, Michoacán donde también hay tradición de elaboración de globos de cantoya y personas de Medellín, Colombia. “La participación de globos de otro estado y país enriquecieron mucho el festival, visualmente y también hubo mucho aprendizaje en cuanto a las técnicas y métodos de elaboración“, compartió el alcalde. Como parte de la programación, en el concurso de elaboración de globos el equipo ganador del primer lugar fue el equipo de El Grullo, con un globo en forma de piñata elaborado con más de 4 mil pliegos de papel; el segundo lugar lo obtuvo Paracho y el tercero, Chiquilistlán. “Creo que los municipios podemos sacarle mucho provecho a nuestro turismo local, cada municipio tiene una actividad muy marcada y debemos explotarla, debemos incentivar a la gente y a la ciudadanía a que participe”, expresó Milton Cárdenas Contemplan cambiar fechas y sede Después de esta primera experiencia, como parte de las modificaciones que prevén para la edición del año entrante, contemplan la posibilidad de cambiar la fecha de realización del festival, así como la sede, ya que debido a la cantidad de personas que finalmente acudieron cayeron en cuenta que requieren espacios más amplios. Este primer Festival del Globo tuvo como sede el Paseo cultural y comercial El Grullo y para coordinar la logística participó la Coordinación de Protección Civil, Seguridad Pública y en este caso también apoyó la Secretaría de Vialidad del Estado. “En esta ocasión sí se nos colapsó el lugar, estuvo todo ordenado, pero vamos a buscar un lugar más adecuado, probablemente lo hagamos dentro de la unidad deportiva, probablemente, porque sí fue una cantidad inesperada de personas”, agregó el presidente municipal. En cuanto a las fechas, argumentó que el interés de modificarlas está relacionado con evitar que se junte con la festividad de muertos y por otro lado disminuir las posibilidades de accidentes por incendios, como el que ocurrió en esta ocasión dañando un cañaveral. Para la siguiente edición pensarían en que el festival pueda realizarse entre los meses de julio o agosto, para lo cual organizarán un gabinete donde se analizarán las posibilidades y detalles para el segundo festival, donde los países invitados podrían ser Perú y Costa Rica. Un incendio que no pasó a mayores En el último día del festival (19 de octubre) de acuerdo a información compartida en redes, ocurrió un incendio que siniestró un cañaveral, hecho que fue corroborado por el alcalde. “Esos son los detalles que vamos a cuidar para que no ocurra este tipo de situación, afortunadamente se pudo controlar todo en ese mismo momento y agradecer al personal de protección civil y agrupaciones que acudieron para que esto se pudiera controlar”, Agregó Milton, que justo por eso contemplan que julio o agosto sea una fecha más adecuada, cuando los terrenos están más húmedos y los vientos sean distintos para evitar que algún globo pueda caer no sólo en un cañaveral, incluso podría afectarse una casa o un negocio. En cuanto a los particulares que resultaron afectados, el presidente municipal compartió que ya hubo un acercamiento con las personas para resolverlo.","El Grullo, Jalisco",,,https://letrafria.com/festival-del-globo-en-el-grullo-supero-las-expectativas-de-las-autoridades/
Nueva secretaria de turismo de Jalisco buscará impulsar Costalegre,"Uno de los 10 proyectos de la nueva secretaria de turismo del Estado en la administración de Pablo Lemus, Michelle Fridman es gestionar mayores inversiones para la zona de la Costalegre a través del Fideicomiso Público de Turismo Costalegre, ya existente, de acuerdo a información publicada en medios de circulación estatal. La funcionaria presentó un decálogo de proyectos enfocados en la promoción turística de todas las regiones del país, con la intención de continuar con la descentralización para promover de manera integral el desarrollo turístico de todo el estado. Dentro de su proyecto turístico para el estado, comentó la funcionaria estatal que incluye mejorar la infraestructura carretera, atraer más eventos internacionales, respaldar al aeropuerto de Chalacatepec y darle mayor impulso al fideicomiso Costalegre. Otro de los proyectos de Michelle Fridman que incide en la región es el impulso a los 12 pueblos mágicos existentes en Jalisco, de los cuales Cocula forma parte. La propuesta para la próxima administración es otorgar 100 millones de pesos en el primer año de gobierno para que estos municipios lo inviertan en infraestructura, promoción, oferta de servicios y productos turísticos. A principios de este año 2024, el municipio de La Huerta recibió un recurso de dos millones y medio del Fideicomiso Público de Turismo de Costalegre invertidos en la renovación de 4 ventanas al mar -son calles que dan directo a la playa-; dos en Punta Pérula y dos en La Manzanilla.","Guadalajara, Jalisco",,,https://letrafria.com/nueva-secretaria-de-turismo-de-jalisco-buscara-impulsar-costalegre/
Alfaro pide a Sheinbaum atender carreteras federales de Jalisco,"Ciudad de México.- El gobernador Enrique Alfaro Ramírez informó que sostuvo una reunión con la presidenta de la República, Claudia Sheinbaum Pardo, en la que pudieron abordar temas como el estado de las carreteras federales de Jalisco.

El mandatario estatal dijo que la presidenta lo dirigió a la Secretaría de Infraestructura, Comunicaciones y Transportes (SICT) para revisar el tema de las carreteras.

“Pudimos abordar temas importantes para Jalisco. Platicamos sobre carreteras federales, le expliqué que la situación en la que se encuentra la red federal y urge intervenirlas. La presidenta tomó con mucha seriedad el planteamiento, quedamos que vamos a tener comunicación con la Secretaría de Comunicaciones y Transportes para hacer una ruta y una agenda de trabajo que permita arreglar las carreteras que están destrozadas en nuestro estado”.

Por lo tanto, aún no hay claridad sobre si se atenderá la petición, cómo y a partir de cuándo, pues Alfaro Ramírez tendrá que abordar el tema de las carreteras, de nuevo en la SICT. Lo que sí mencionó el gobernador, es que notó apertura de parte de Sheinbaum Pardo.

También señaló que hablaron sobre el nuevo aeropuerto de Chalacatepec y sobre la agenda en materia de seguridad, tomando el compromiso de ajustar la estrategia de forma coordinada con la federación. A la par, mencionó que la primera visita de la presidenta podría ser en noviembre.

Buenas noticias para Jalisco, les platico desde Palacio Nacional: pic.twitter.com/TRskIl6NZo",,,,https://letrafria.com/alfaro-pide-a-sheinbaum-atender-carreteras-federales-de-jalisco/
"El Limón, listo para participar en el Festival del Globo de El Grullo","Los gobiernos municipales de la región están preparándose para participar en el 1er. Festival del Globo “Cielos Mágicos 2024” convocado por El Grullo, del 17 al 19 de octubre, tal es el caso de El Limón que ya tiene listo el globo con el que participará. Durante este fin de semana pasado, un grupo de jóvenes (tanto de La Ciénega como de El Limón), organizados por Eduardo Michel elaboraron un globo de poco más de mil pliegos, con el que este municipio tendrá presencia en esta actividad recreativa que promete ser un momento de convivencia familiar y disfrute. El presidente municipal de El Limón, Nelson González Figueroa agradeció a su homónimo, Milton Cárdenas por la invitación para participar en esta primera edición del festival que tendrá a Colombia como país invitado. Serán tres días de programación diversa, entre las que está el vuelo de los globos, talleres y otras actividades artísticas. Para quienes deseen más información sobre el programa pueden consutarlo en el siguiente link. La elaboración de globos de cantoya es una actividad muy propia de los municipios de esta región, principalmente de Chiquilistlán donde ya existe un tradicional festival.","El Limón, Jalisco",,,https://letrafria.com/el-limon-listo-para-participar-en-el-festival-del-globo-de-el-grullo/
