titulo,fecha,autor,contenido,url,longitud,lugar,fecha_limpia
Llegan reliquias de San Judas Tadeo,05/09/2024,Desconocido,"Ver video en X Ver video en X Ante la llegada de las reliquias de San Judas Tadeo a la parroquia dedicada al apóstol, ubicada en la colonia Campo de Tiro, en Xalapa, feligreses inician preparativos por lo que se realizan cortes intermitentes a la circulación sobre Camino Antiguo a Naolinco. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/llegan-reliquias-de-san-judas-tadeo-412024.html,332,,2024-05-09
"Ada Byron, condesa de Lovelace",05/09/2024,Desconocido,"Buscando antecedentes de los gérmenes de la Inteligencia Artificial (IA), recordé que en el libro de Walter Isaacson, Los Innovadores. La historia de los genios que crearon internet Los Innovadores. La historia de los genios que crearon internet (2015), había leído sobre Ada Byron (1815-1852), hija única del poeta inglés Lord Byron. Ella tomó el apellido de su esposo, el Conde de Lovelace, para llamarse Augusta Ada de Lovelace. Como su padre, Ada poseyó un profundo amor por la poesía, pero también por las matemáticas y la mecánica. Ambas pasiones, el saber humanista y el saber matemático, estimularon su imaginación en plena época en que la ciencia empezó a caracterizar a la Revolución Industrial y la mecánica era parte fundamental en la imaginación innovadora. Ambiente de efusiva creatividad científica y tecnológica en la que Ada se preguntó “¿Qué es la imaginación? Y como poeta a la vez de científica, se contestó: “Es la facultad de combinación. Aúna cosas, hechos, ideas y concepciones en combinaciones nuevas, originales, infinitas, en constante variación”, todo lo cual “penetra en los mundos invisibles que nos rodean, los mundos de la ciencia”. En 1842, el científico y matemático inglés Charles Babbage (1791-1871) colaboró con Luigi Menabrea para escribir un artículo donde se describe el funcionamiento de la máquina diferencial de Babbage que era una calculadora mecánica en la que no había intervención humana para su funcionamiento. Ada conoció ese trabajo cuando le pidieron que lo tradujera del francés al inglés para ser publicado en la revista Scientific Memoirs Scientific Memoirs . Petición que le alegró pues ella mantuvo una intensa comunicación con Babbage por carta, misivas a través de las cuales dialogaron y trataron diversos planteamientos matemáticos, posibles soluciones de expresión simbólica y observaciones de mecánica. Quiso el destino que, al traducir el artículo, Ada le escribiera a Babbage para hacerle una serie de comentarios sobre el diseño de la máquina diferencial que fueron de orden matemático, simbólico y mecánico, por lo que Babbage sugirió que los incluyera como notas en la publicación las cuales aparecen como “Notas de la traductora” firmadas con las iniciales A. A. L. (Augusta Ada Lovelace). En ellas planteó cuatro conceptos que han sido fundamentales para el desarrollo de la informática y el nacimiento de la computación en el siglo XX, razón por la cual las “Notas de la traductora” se hicieron más famosas que el artículo de Menabrea y Babbage. El primer concepto es el de “máquina universal” que también llamó “máquina analítica” cuya cualidad es ser programada y reprogramada para llevar a cabo tareas predeterminadas con el objetivo, señaló Ada, de “desarrollar y fabular cualquier función posible”. Ada lo explicó así: “Al permitir a un mecanismo combinar símbolos generales, en sucesiones de variedad y alcance ilimitados, se establece un vínculo de unión entre las operaciones de la materia y los procesos mentales abstractos”. Hoy lo conocemos como computación que consiste en el procesamiento de datos, ordenamientos matemáticos, realización de algoritmos, todo para realizar actividades como resolución de problemas. El segundo concepto va más allá de las matemáticas y los números y refiere a la “operación computacional”. De nuevo, basándonos en la biografía de Isaacson, Ada lo explicó así: “[…] por operación entendemos cualquier proceso que altere la relación entre dos o más cosas”, por lo que una operación computacional podía alterar la relación entre números y símbolos cuya lógica los relacionara. Esta conclusión se convirtió en concepto fundamental de lo digital, pues Ada intuyó científicamente que cualquier dato o información podía ser expresado digitalmente y operado por una máquina. Y ahí está, la manipulación computacional de texto, imagen, música, video, sonidos, símbolos y no sólo números, son parte esencial de nuestro mundo digital. Todo lo anterior le condujo a su tercera aportación que refiere al funcionamiento de lo que hoy se llama “programa” o “algoritmo informático” que consiste en el conjunto de instrucciones ordenadas para procesar datos e información, cuyo objetivo es resolver un problema o realizar una tarea, algo que hoy en día realizamos cotidianamente, como lo es el uso de un motor de búsqueda o elaborar mapas o esquemas mentales con fines didácticos, por ejemplo. Por esta aportación, Ada ha sido reconocida como la “primera programadora informática del mundo”. El cuarto concepto que tributó, y que en ese momento fue considerado más metafísico que científico, es la pregunta que se hizo en torno a la posibilidad de que las máquinas pudieran pensar en forma artificial, lo que hoy llamamos IA. Ada pensó que no se podría porque, escribió, la “máquina analítica no tiene en absoluto pretensión alguna de originar nada […]. Puede desarrollar análisis, pero no tiene capacidad alguna de anticipar cualesquiera relaciones o verdades analíticas”. Claro que en ese momento no se tenía el profundo conocimiento de las operaciones sinápticas de nuestro cerebro cuyo saber actual es lo que ha permitido crear los sistema de aprendizaje profundo utilizados por la IA, como son los algoritmos de aprendizaje no supervisado que utiliza, por ejemplo, Netflix, Spotify, YouTube, Amazon, Temu y otras plataformas para determinar, con base en el análisis de los datos recabados, nuestros perfiles y preferencias que son utilizados para incitar nuestra curiosidad o necesidad de consumo, en cierto sentido. Como tampoco se pudo imaginar el avance tecnocientífico que podía lograrse en materia de sensores que pueden emular sistemas de sentidos como el óptico, auditivo, calórico, lumínico, mediante los cuales se procesa información que es enviada a un “cerebro” para actuar en consecuencia, como lo son los sensores de luz automática, el internet de las cosas, los sensores de humedad o calor, etcétera. Ya vivimos en la era digital. Más adelantada en los países que le han apostado con todo a su desarrollo por lo cual ahora tienen control mundial y están en competencia profunda, menos, mucho menos en los países que, como México, poco han apostado en este rubro por lo que constituyen un conjunto de países dependientes de la tecnociencia avanzada en lo digital, robótica e IA. Somos consumidores, no creadores y esa situación nos sume más en la marginalidad cognitiva y en la pobreza intelectual. Pero retornando a Ada de Lovelace, ella, cual sensible poeta, vio la belleza de combinar números y símbolos que dieron origen a la programación, y cual matemática consumada creo bases teóricas que son antecedente de los actuales ordenadores. Concluyo con estas palabras de Ada que tienen vigencia cuando emerge algo nuevo en todo proceso de innovación: “a la hora de considerar cualquier tema nuevo, existe con frecuencia la tendencia, en primer lugar, a sobreestimar lo que consideramos que ya resulta interesante o notable, y en segundo lugar, por una especie de reacción natural, a infravalorar el verdadero estado del caso”. Ada fue innovadora en la aplicación informática que, décadas después, permitió desarrollar los principios de la programación digital de la que hoy gozamos. Pero retornando a Ada de Lovelace, ella, cual sensible poeta, vio la belleza de combinar números y símbolos que dieron origen a la programación, y cual matemática consumada creo bases teóricas que son antecedente de los actuales ordenadores. Concluyo con estas palabras de Ada que tienen vigencia cuando emerge algo nuevo en todo proceso de innovación: “a la hora de considerar cualquier tema nuevo, existe con frecuencia la tendencia, en primer lugar, a sobreestimar lo que consideramos que ya resulta interesante o notable, y en segundo lugar, por una especie de reacción natural, a infravalorar el verdadero estado del caso”. Ada fue innovadora en la aplicación informática que, décadas después, permitió desarrollar los principios de la programación digital de la que hoy gozamos. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/ada-byron-condesa-de-lovelace-411981.html,8024,,2024-05-09
Persisten lluvias y tormentas este sábado en Veracruz,"Xalapa, Ver. 05/10/2024",Desconocido,"Resumen Prevalecen las condiciones para lluvias con tormentas, a lo largo del Estado, siendo las más importantes en llanuras y costas y regiones de montaña. Ambiente relativamente cálido a templado durante el día. Viento del norte y noroeste de 30 a 40 kilómetros por hora con rachas máximas de 40 a 60 kilómetros por hora. Consulte el Aviso Especial. Sinopsis meteorológica Sinopsis meteorológica Se prevé que en las próximas horas se mantenga las condiciones para lluvias con tormentas aisladas, las cuales se concentrarán especialmente en áreas de llanura y costa, regiones de montaña y cuencas del sur. Ambiente cálido en llanuras y costas durante el día, templado a fresco en regiones de montañas. Viento del norte y noroeste de 30 a 40 kilómetros por hora con rachas máximas de 40 a 60 kilómetros por hora en la costa norte-centro y menores en la costa sur. Se recomienda continuar con las precauciones ante la probabilidad de deslaves, derrumbes, deslizamientos, inundaciones o encharcamientos en centros urbanos, y crecida de ríos y arroyos así como por viento fuerte y oleaje elevdo. Siga las inidicaciones de las autoridades de protección civil. Para inicios de semana, los modelos de pronóstico indican un incremento en el potencial de lluvias. Consulte el Aviso Especial. Aviso Especial por temporal lluvioso Aviso Especial por temporal lluvioso Extreme precaución por: Crecidas de ríos y arroyos. Encharcamientos e inundaciones pluviales y fluviales. Deslaves, derrumbes y deslizamientos de ladera. Actividad eléctrica. Sistemas meteorológicos y su previsión. Se espera que en los siguientes días como resultado del lento movimiento hacia el Este del disturbio tropical 92L centrado esta mañana frente a costas del norte de Veracruz, y del movimiento hacia el norte de la vaguada monzónica ubicándose sobre estados del sur y sureste del país, sistemas apoyados por las altas temperaturas de los océanos y el comportamiento del viento en altura (cizalladura-divergencia), continúe el potencial de lluvias y tormentas en la mayor parte de la entidad, con eventos localmente fuertes y tendencia a disminuir partir del martes de la próxima semana; asimismo, el viento dominante continuará del noroeste y norte con rachas eventualmente fuertes en la costa y algunas regiones de montaña. Por lo anterior, en los próximos días se mantiene la probabilidad de crecida de ríos o que mantengan niveles altos, haya inundaciones en zonas bajas y urbanas, más procesos de remoción en masa y oleaje elevado. Pronóstico: Pronóstico: Sábado 5: probabilidad de lluvias y tormentas con acumulados de 5 a 20 milímetros de forma general y máximos de 20 a 50 milímetros especialmente en llanura-costa del norte, región montañosa central y cuencas del Papaloapan al Tonalá y siendo probables del orden o mayores a 70 milímetros de forma más dispersa. Viento del norte, noroeste y oeste de 20 a 35 kilómetros por hora con rachas de 40 a 60 kilómetros por hora en costas, montañas y áreas de tormenta. Oleaje de 1.0 a 2.0 metros. La temperatura máxima con poco cambio o aumenta ligeramente. Domingo 6: probabilidad de lluvias con tormentas, acumulados de 5 a 20 milímetros de forma general con máximos de 30 a 50 milímetros en la zona norte, región montañosa central y cuencas del sur, siendo probables del orden o mayores a 70 milímetros de forma más dispersa. Viento del noroeste y norte de 35 a 45 kilómetros por hora con rachas de 55 a 70 kilómetros por hora en las costas norte-centro, menores en la costa sur y región montañosa central, y áreas de tormenta. Oleaje de 1.0 a 2.0 metros. La temperatura máxima con poco cambio. Lunes 7: probabilidad de lluvias con tormentas, acumulados de 5 a 20 milímetros de forma general y máximos de 50 a 70 milímetros entre las cuencas del Tecolutla al Actopan, partes altas de La Antigua al Jamapa-Cotaxtla y cuencas del Papaloapan al Tonalá, sin descartar mayores a estos rangos. Viento dominante del noroeste, suroeste y sur de 40 a 50 kilómetros por hora con rachas de 60 a 75 kilómetros por hora en las costas centro-sur y de 45 a 60 kilómetros por hora en la parte alta entre Xalapa-Naolinco-Misantla y el valle de Perote. Oleaje de 1.0 a 2.0 metros. La temperatura máxima con poco cambio. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/persisten-lluvias-y-tormentas-este-sabado-en-veracruz-413525.html,4266,"Xalapa, Ver",2024-05-10
"Con certamen literario, ISSSTE fomentó lectura y talento de pensionados",05/10/2024,Desconocido,"Con el propósito de fomentar el placer de la palabra escrita, en septiembre de este año la Subdelegación de Prestaciones del ISSSTE Veracruz convocó a sus integrantes a su primer Encuentro Estatal de Cuento ISSSTE a fin de incentivar la sensibilidad y creatividad presentes en “en los pensionados llenos de historias y conocimientos que son de gran peso para la escritura recreativa”, por lo que octubre este fin de semana para iniciar octubre se llevó a cabo la ceremonia de premiación de los seis escritores y escritoras participantes en el Centro Cultural y Casa de Día ISSSTE de Xalapa. Durante el acto de entrega de reconocimientos guiado por Jaime Federico Hernández Saavedra, director escénico y promotor del teatro, se hizo énfasis en la importancia de la literatura para la sociedad, pues se trata de un arte donde las palabras evocan imágenes que si bien no pretenden dar respuestas sí ofrecen una nueva manera de encarar los cuestionamientos de la vida. El evento fue posible gracias a la Subdelegación de Prestaciones encabezada por Gabriela de Jesús Salazar y el Departamento de Acción Social, Cultural y Deportiva, con titularidad deNoelia Maldonado López, que hizo entrega de reconocimientos y paquetes de libros como estímulo para continuar con la práctica creativa de escribir. En el marco de esta ceremonia, Hernández Saavedra dio paso a una lectura dramatizada sobre un número escénico de la reconocida dramaturga y novelista mexicana Luisa Josefina Hernández, donde Rocío Lara y Graciela Rivera fueron protagonistas de este diálogo titulado “Teresa y Celia”. Y es que, para esta sección de difusión cultural en el ISSSTE, refirió el presentador, lo más importante es resaltar la relevancia de las artes para el desarrollo social, por lo que se busca promocionar el derecho a su acceso en todos los derechohabientes. Así, luego de finalizar la intervención de la lectura dramatizada cuya trama se ancló en ""dimes y diretes"" estereotipados sobre las charlas comunes entre mujeres de la sociedad del siglo XX, se dio paso a la entrega de reconocimientos a los participantes que colaboraron con sus cuentos ""cuya calidad literaria, aunque suene muy trillado, los hizo ganadores a todos"", celebró Hernández Saavedra. Los reconocidos fueron Generosa Montiel Palacios, con pseudónimo ""La Quijotilla""; Mario Millán Soto, ""El Nahual de Tetelilla""; Calixto Azuara Mendivil, ""Carlos Arruza""; ""G. Benítez"", Guillermina Galindo; Laura Oriza, ""Frida""; y Georgina Martinez, la ""Mariposa Monarca"". Los títulos de los cuentos en esta edición fueron ""La Inocencia Arrebatada"", El general sí tiene quien le escriba"", ""Veracruz, cuna de la independencia"", ""Consecuencias"", ""Anita y el ratón bibliotecario"", ""Mi abuelo y yo"" y ""La Patria me necesita"". Debido a la buena respuesta de la convocatoria, los organizadores del evento mencionaron que está edición cimentó un precedente para seguir con invitando a futuros certámenes como respuesta del ISSSTE ante la necesidad de fomentar la lectura y las artes en la sociedad. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/con-certamen-literario-issste-fomento-lectura-y-talento-de-pensionados-413552.html,3061,,2024-05-10
Cerrará Gobierno de la 4T sin liquidar a empresarios adeudos que vienen desde 2010,"Xalapa, Ver. 05/10/2024",Desconocido,"La administración de Cuitláhuac García Jiménez cerrará sin liquidar la totalidad de los pasivos contraídos desde 2010, alertó el Presidente de Empresas SOS, Jesús Castañeda Nevárez. “La parte que para nosotros fue muy incómoda es que el Gobierno devolvió dinero a la Federación. Les dio miles de millones de pesos porque no los pagó. Esto habría reactivado la economía de Veracruz y habría rescatado la situación difícil de las finanzas en muchas familias y hoy estaríamos seguramente en otras condiciones”. Comparó que si bien la Cuarta Transformación priorizó finiquitar los pasivos fiscales heredados, entre estos, los de la Universidad Veracruzana, muchos de los proveedores se quedaron esperando sus pagos. Señaló que en muchos casos, el Gobierno de Veracruz usó la justificación de la inmovilidad en las actividades derivadas de la pandemia por SARS-CoV2 en la entidad. “(La pandemia) Les cayó como anillo al dedo porque a partir de esto tuvieron una excelente justificación para ausentarse. Y lo entendimos porque nosotros nos guardamos porque tampoco podíamos exponernos”. A la gobernadora Rocío Nahle García le pidió respetar el monto del adeudo de la administración con los empresarios y que se paguen y que se busque una forma de responder a la recomendación de la Comisión Estatal de Derechos Humanos (CEDH) y en la cual estaban obligados a resarcir el agravio, el daño que se hizo a las empresas y que en ningún momento y por ningún motivo debería de estarnos re victimizando”. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/cerrara-gobierno-de-la-4t-sin-liquidar-a-empresarios-adeudos-que-vienen-desde-2010-413530.html,1531,"Xalapa, Ver",2024-05-10
"Hallan restos de octavo minero de “El Pinabete”, en Coahuila; faltan 2 por localizar",Ciudad de México. 05/10/2024,Desconocido,"La mañana de este sábado se localizaron los restos humanos de lo que correspondería al octavo trabajador de la mina “El Pinabete”, en Coahuila, en ser encontrado a más de 2 años del siniestro que cobró la vida de 10 personas. Fue a través de un comunicado que el Mando Unificado informó del hallazgo de los restos biológicos. El Mando Unificado está conformado por la Coordinación Nacional de Protección Civil (CNPC), la Comisión Federal de Electricidad (CFE), la Secretaría de la Defensa Nacional (SEDENA) y la Fiscalía General de Coahuila. La información refiere que este hallazgo se da a 118 días desde el inicio de la segunda fase de las labores para la recuperación de los mineros. La búsqueda se había centrado en la galería GWE10 (oeste), donde al hallarse los restos se procedió con el protocolo de recuperación de hallazgos biológicos establecido por el Mando Unificado. El protocolo consiste en reforzar estructuralmente el área e iniciar bajo medidas de seguridad el retiro de los restos encontrados. El comunicado añade que las labores de identificación de los 2 mineros restantes continúan en el área de mayor probabilidad de hallazgo. Apenas el pasado 29 de septiembre, el propio Mando Unificado informó el hallazgo del séptimo minero atrapado en “El Pinabete”. Fue el 3 de agosto de 2022 que se registró la inundación de la mina en la comunidad de Agujita, en Sabinas, Coahuila, donde quedaron atrapados 10 mineros. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/hallan-restos-de-octavo-minero-de-el-pinabete-en-coahuila-faltan-2-por-localizar-413538.html,1471,Ciudad de México,2024-05-10
Se congratulan clientes por reapertura de Café Don Justo a una semana de incendio,05/10/2024,Desconocido,"La mañana de éste sábado 5, exactamente una semana después del incendio registrado en sus instalaciones, el Café Don Justo nuevamente abrió sus puertas a los comensales en la esquina de Enríquez y Leandro Valle. Desde el sábado pasado, tanto gerentes como trabajadores se dedicaron a rehabilitar el local parcialmente consumido por las llamas en la madrugada del pasado 28 de septiembre. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/se-congratulan-clientes-por-reapertura-de-cafe-don-justo-a-una-semana-de-incendio-413531.html,428,,2024-05-10
"Perdió registro nacional, pero PRD puede seguir vigente como partido estatal","Xalapa, Ver. 05/10/2024",Desconocido,"Pese a que el Partido de la Revolución Democrática (PRD) perdió el registro nacional al no obtener el 3 por ciento de la votación válida emitida en la elección federal ordinaria celebrada el 2 de junio, puede seguir vigente como partido político local en las entidades federativas. Ello, debido a que la Ley General de Partidos Políticos determina que, si un instituto político pierde su registro nacional por no haber alcanzado el porcentaje mínimo de votación en el último proceso electoral ordinario federal, podrá optar por el registro como partido político local en la o las entidades federativas, en cuya elección inmediata anterior hubiere obtenido por lo menos el 3 por ciento de la votación válida emitida, en el caso del PRD Veracruz, durante el proceso comicial 2020-2021. Además, si hubiere postulado candidatos propios en al menos la mitad de los municipios y distritos en la elección inmediata anterior, queda exento de registrar un nuevo padrón de militantes. Sin embargo, no podrá participar en el próximo proceso electoral local 2024-2025 que renovará la 212 presidencias municipales de Veracruz, toda vez que no le dan los tiempos legales. El proceso electoral iniciará la primera semana de noviembre y el procedimiento para el registro de nuevos partidos políticos locales se abre en diciembre y el Organismo Público Local Electoral (OPLE) estará validando los registro procedentes en junio de 2025. Por lo que los nuevos partido no tendrían los tiempos para el registro de precandidatos y candidatos ni para la precampaña y campañas, ya que se estima que la elección se lleve a cabo el primer domingo del mes de julio. Asimismo, en el dictamen emitido por el Consejo General del Instituto Nacional Electoral (INE) relativo a la pérdida del registro del PRD como partido político nacional, se señala la pérdida de todos sus derechos y prerrogativas, con excepción de las prerrogativas públicas correspondientes a lo que resta del este 2024. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/perdio-registro-nacional-pero-prd-puede-seguir-vigente-como-partido-estatal-413535.html,2000,"Xalapa, Ver",2024-05-10
Trabajadores del PJF irrumpen en conferencia e interpelan a ministra Loretta Ortiz,Ciudad de México 05/10/2024,Desconocido,"Este viernes a las 5 de la tarde la ministra de la Suprema Corte de Justicia de la Nación (SCJN), Loretta Ortiz Ahlf, dio una conferencia magistral en biblioteca de la Universidad de Guadalajara y fue confrontada por trabajadores del poder judicial. Los trabajadores entraron hasta la biblioteca “Juan José Arreola” donde la ministra estaba impartiendo su conferencia. Los trabajadores le gritaron consignas como ""Loretta no eres bienvenida"" ""La justicia no se vota"" ""Cómo piensa que esto va ayudar a la justicia"" y ""Cómo nos asegura la imparcialidad de los comités que van elegir a los jueces si usted misma a marcado su partidismo"" y “Juez votado, corrupto asegurado”. Los trabajadores continuaron con los reclamos a la Ministra y su participación en la conferencia acabó de manera anticipada unos minutos antes de lo previsto. Se trataría de la segunda ocasión en que la ministra es increpada por los trabajadores del Poder Judicial que se oponen a la reforma judicial; la primera ocasión que la ministra fue encarada fue en un conferencia en Yucatán. Los trabajadores continuaron con los reclamos a la Ministra y su participación en la conferencia acabó de manera anticipada unos minutos antes de lo previsto. Se trataría de la segunda ocasión en que la ministra es increpada por los trabajadores del Poder Judicial que se oponen a la reforma judicial; la primera ocasión que la ministra fue encarada fue en un conferencia en Yucatán. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/trabajadores-del-pjf-irrumpen-en-conferencia-e-interpelan-a-ministra-loretta-ortiz-413536.html,1479,Ciudad de México,2024-05-10
Selección veracruzana de la Liga Mexicana de Tocho busca jugadores para torneo,"Xalapa, Ver. 05/11/2024",Desconocido,"El coach de la selección Veracruz de la Liga Mexicana de Tocho (LMT), Rodrigo Izquierdo Ramírez Cabañas, invitó a los deportistas veracruzanos a participar en los tryouts para formar la selección que representará al Estado en el Torneo Interestatal 2025, el cual se llevará a cabo en la Universidad Autónoma del Estado de México (UAEM), del 31 de enero al 2 de febrero. “Para nosotros es muy reconfortante continuar con este proceso; van 3 años que llevamos la selección en este torneo y hemos tenido participaciones destacadas tanto en la rama varonil como en la femenil”, comentó. Convocó a los interesados a asistir al tryout , que se realizará el domingo 10 de noviembre a las 15:30 horas en las instalaciones del Dorado Sport Center, ubicado en Nuevo Xalapa. El evento será abierto a todo el público de 17 años de edad en adelante. “La selección tiene un total de 20 lugares nada más. Entonces esperamos tener mucha convocatoria para poder hacer una mejor selección de la que hemos hecho en años pasados”, concluyó. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/seleccion-veracruzana-de-la-liga-mexicana-de-tocho-busca-jugadores-para-torneo-415144.html,1061,"Xalapa, Ver",2024-05-11
No hay claridad con reforma para la Vivienda Social: CROM Orizaba,"Orizaba, Ver. 05/11/2024",Desconocido,"La reforma para la Vivienda Social, aprobada por los senadores el 31 de octubre, no es clara en cuanto a las características que deberán tener las viviendas, consideró el secretario de la Confederación Regional Obrera Mexicana (CROM), Alfredo Hernández Ávila. Comentó que un aparente beneficio es que, después de 10 años de renta, se ofrecerá la opción de compra de la vivienda, con preferencia para quienes no cuenten con una vivienda propia. ""A la contra, nos encontramos con que desapareció del texto original de la reforma la parte que decía que las rentas pagadas durante esos 10 años se tomarían como un abono. Además, la palabra ‘casa’ no aparece en ninguna parte, por lo que no es claro el tipo de vivienda que tienen planeado ofertar"", dijo el entrevistado. Explicó que, aunque se menciona que planean construir un millón de viviendas durante el sexenio, es necesario estar a la expectativa de qué tipo de viviendas estarán disponibles para renta y en qué ubicaciones. ""O, en su caso, si debemos esperar algunos años para que, con los recursos del fondo, el INFONAVIT construya las viviendas que se utilizarán para estos fines. Tampoco se precisa si estas rentas solo podrán darse en casas o en conjuntos habitacionales específicamente construidos por el INFONAVIT"". Recordó que esta reforma fue presentada por el expresidente Andrés Manuel López Obrador y establece que, a partir del primer año de cotización ante el INFONAVIT, las personas trabajadoras tendrán derecho a acceder a viviendas en renta a costos accesibles, menores al 30 por ciento de los ingresos del trabajador. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/no-hay-claridad-con-reforma-para-la-vivienda-social-crom-orizaba-415138.html,1629,"Orizaba, Ver",2024-05-11
"Encuentran a varón muerto con signos de tortura, en la zona rural de Acayucan","Acayucan, Ver. 05/11/2024",Desconocido,"Un varón que se encuentra en calidad de desconocido y con signos de haber sufrido violencia y desnudo, fue localizado sin vida a un costado de una represa en la zona rural de Acayucan. El área donde se localizó la humanidad sin vida, se encuentra en el Ejido Acayucan colindante con la comunidad de Congregación Hidalgo. Fueron los pobladores quienes, al pasar por el área, se percataron del cuerpo sin vida del hombre de aproximadamente unos 37 años de edad, vecinos cercanos, no lo identifican, por lo que consideran que no es vecino de la comunidad ni de localidades cercanas. Las corporaciones policíacas fueron alertadas por este hecho y acudieron para acordonar el área, además acudieron los elementos de la Policía Ministerial del Estado y Servicios Periciales para iniciar con el levantamiento del cuerpo para trasladarlo al SEMEFO. Las corporaciones policíacas fueron alertadas por este hecho y acudieron para acordonar el área, además acudieron los elementos de la Policía Ministerial del Estado y Servicios Periciales para iniciar con el levantamiento del cuerpo para trasladarlo al SEMEFO. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/encuentran-a-varon-muerto-con-signos-de-tortura-en-la-zona-rural-de-acayucan-415181.html,1142,"Acayucan, Ver",2024-05-11
Diputados del PRI buscarán crear grupo mixto en nueva Legislatura,05/11/2024,Desconocido,"El dirigente estatal del PRI, Adolfo Ramírez Arana, confirmó que los diputados del tricolor buscarán crear un grupo mixto y tendrán como coordinador al diputado Héctor Yunes Landa. Al respecto, el dirigente sostuvo que tienen garantizado un espacio en la Junta de Coordinación Política y de Trabajos Legislativos, pues la oposición tendrá voz y voto en la LXVII Legislatura, que comienza sus trabajos este martes. Entrevistado a su llegada a la sesión solemne de instalación de la 67 Legislatura, en donde su esposa ocupa una curul, el priista recordó que sólo tiene 2 os diputados frente a la mayoría de MORENA y aliados. “No habrá votación en la cual se les pueda ganar. Sí tenemos asiento en la Junta de Coordinación Política, tenemos voz y, aunque tuviéramos voto, no alcanza; pero ellos son 41 diputados y sólo hay 9 diputados de oposición”, dijo. El priista indicó que el coordinador de los 2 diputados priistas será Héctor Yunes Landa y que los legisladores están responsablemente señalando y participando. “Sin embargo, son una mayoría aplastante. Tenemos que observar los errores y deficiencias que haya en la legislación y, sobre todo, en la administración pública”. También aseveró que están en pláticas para lograr que un diputado se pueda unir a los 2 priistas a fin de crear una fracción mixta en el Congreso de Veracruz. “Si de aquí salen acuerdos que no sean en beneficio de los veracruzanos, lo que nos queda como oposición a nosotros es señalar y hacerlo público”. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/diputados-del-pri-buscaran-crear-grupo-mixto-en-nueva-legislatura-415132.html,1523,,2024-05-11
Trabajadores y ciudadanos esperan resolución de la Corte a favor del Poder Judicial,"Xalapa, Ver. 05/11/2024",Desconocido,"Este martes, ciudadanos se manifestaron en plaza Lerdo con la finalidad de mostrar su apoyo a la Suprema Corte de Justicia de la Nación, respecto al proyecto de sentencia que pretende invalidar parcialmente la Reforma Judicial. “Hoy dará la sentencia sobre si la reforma al Poder Judicial se implementará a no, estamos apoyando a la Suprema Corte porque no queremos que se haga la reforma”, pues perjudicaría gravemente a todos los mexicanos, a la economía y a la democracia, comentó Nilda Riaño Rodríguez de la asociación civil Poder Ciudadano. Comentó que estas manifestaciones se hicieron de manera simultánea en varias ciudades del País, así como en la Ciudad de México. Y estarán transmitiendo la sesión a las 11:00 horas la sesión de la Suprema Corte en donde se dará la sentencia. “Creo que el Ejecutivo tiene que presentarla muy bien, porque dentro de las leyes, de la Constitución, de las leyes mexicanas, se tiene que respetar el Derecho Internacional y eso traería consecuencias muy graves en todos los países, sobre todo de Estados Unidos y Canadá. Se tiene que cumplir, lo tiene que cumplir este Gobierno”. Finalmente dijo esperar que la resolución de la Suprema Corte sea favorable para el Poder Judicial de la Federación, pues de lo contrario advirtió que continuarían las movilizaciones. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/trabajadores-y-ciudadanos-esperan-resolucion-de-la-corte-a-favor-del-poder-judicial-415133.html,1344,"Xalapa, Ver",2024-05-11
